price	title	description	link	image_link	id	availability	product_type
109 UAH	Гілка Критмума H43см Біла	Гілка критмума H43см біла	https://omplus.com.ua/ua/p2887134299-vetv-kritmuma-h43sm.html	https://images.prom.ua/7022716716_gilka-kritmuma-h43sm.jpg	2500391371	in stock	Декор
89 UAH	Декоративна Гілка з Білими Квітами 34см	Декоративна гілка з білими квітами 34см	https://omplus.com.ua/ua/p2887139507-dekorativnaya-vetv-belymi.html	https://images.prom.ua/7022720626_dekorativna-gilka-z.jpg	4010677472	in stock	Декор
149 UAH	Гілка Амаранта H76см Жовта	Гілка амаранта H76см жовта	https://omplus.com.ua/ua/p2887148138-vetv-amaranta-h76sm.html	https://images.prom.ua/7022724437_gilka-amaranta-h76sm.jpg	2764547888	in stock	Декор
89 UAH	Декоративна Гілка з Жовтими Квітами 34см	Декоративна гілка з жовтими квітами 34см	https://omplus.com.ua/ua/p2887157327-dekorativnaya-vetv-zheltymi.html	https://images.prom.ua/7022727822_dekorativna-gilka-z.jpg	1129726734	in stock	Декор
199 UAH	Декоративна Гілка Рогоза 110см	Декоративна гілка рогоза 110см	https://omplus.com.ua/ua/p2735456933-dekorativnaya-rogoza-110sm.html	https://images.prom.ua/6808969305_dekorativna-gilka-rogoza.jpg	3626210272	in stock	Декор
189 UAH	Жоржина Гілка 2 Квітки з Бутонами 68см, Колір - молочно-білий	Жоржина гілка 2 квітки з бутонами 68см, колір - молочно-білий	https://omplus.com.ua/ua/p2735461729-georgina-vetka-tsvetka.html	https://images.prom.ua/6808987706_zhorzhina-gilka-2.jpg	116801273	in stock	Декор
189 UAH	Чина Запашна 68см, Колір - молочно-білий	Чина запашна 68см, колір - молочно-білий	https://omplus.com.ua/ua/p2735469578-china-dushistaya-68sm.html	https://images.prom.ua/6808992709_china-zapashna-68sm.jpg	4279729467	in stock	Декор
89 UAH	Декоративна Гілка Астильби, 81см, 2 Види - ніжно-рожевий, Лавандовий	Декоративна гілка астильби, 81см, 2 види - ніжно-рожевий, лавандовий	https://omplus.com.ua/ua/p2735472390-dekorativnaya-vetv-astilby.html	https://images.prom.ua/6809364950_dekorativna-gilka-astilbi.jpg	198390672	in stock	Декор
69 UAH	Гілка Лаванди H40см	Гілка лаванди H40см	https://omplus.com.ua/ua/p2887207287-vetv-lavandy-h40sm.html	https://images.prom.ua/7022751741_gilka-lavandi-h40sm.jpg	1385392811	in stock	Декор
43 UAH	Гілка Нарциса Н42см Кремовий	Гілка нарциса Н42см кремовий	https://omplus.com.ua/ua/p2905396871-vetv-nartsissa-n42sm.html	https://images.prom.ua/7051588522_gilka-nartsisa-n42sm.jpg	285641519	in stock	Декор
829 UAH	Годівниця Для Птахів Чавун, 14*17.5*12.5 См	Годівниця для птахів чавун, 14*17.5*12.5 см	https://omplus.com.ua/ua/p2791097089-kormushka-dlya-ptits.html	https://images.prom.ua/6882082711_godivnitsya-dlya-ptahiv.jpg	1136847131	in stock	Декор
899 UAH	Годівниця Для Птахів Чавун, 27*11*10.5см	Годівниця для птахів чавун, 27*11*10.5см	https://omplus.com.ua/ua/p2792692735-kormushka-dlya-ptits.html	https://images.prom.ua/6884526280_godivnitsya-dlya-ptahiv.jpg	731235753	in stock	Декор
829 UAH	Годівниця Для Птахів Чавун, 19*10*18см	Годівниця для птахів чавун, 19*10*18см	https://omplus.com.ua/ua/p2792695701-kormushka-dlya-ptits.html	https://images.prom.ua/6884528391_godivnitsya-dlya-ptahiv.jpg	2427772567	in stock	Декор
1749 UAH	Декоративна Фігура Чавун Качка, 21.5*11*19см	Декоративна фігура чавун качка, 21.5*11*19см	https://omplus.com.ua/ua/p2792699630-dekorativnaya-figura-chugun.html	https://images.prom.ua/6884531262_dekorativna-figura-chavun.jpg	4236797659	in stock	Декор
749 UAH	Підставка Під Гаряче, 22*16*4.5см	Підставка під гаряче, 22*16*4.5см	https://omplus.com.ua/ua/p2792705333-podstavka-pod-goryachee.html	https://images.prom.ua/6884534299_pidstavka-pid-garyache.jpg	3169689070	in stock	Декор
1049 UAH	Підставка Під Гаряче Чавун, 35*17*6см	Підставка під гаряче чавун, 35*17*6см	https://omplus.com.ua/ua/p2792709694-podstavka-pod-goryachij.html	https://images.prom.ua/6884537074_pidstavka-pid-garyache.jpg	797105151	in stock	Декор
699 UAH	Вішалка Чавун Птахи, 32.5*4*12см	Вішалка чавун птахи, 32.5*4*12см	https://omplus.com.ua/ua/p2792710853-veshalka-chugun-ptitsy.html	https://images.prom.ua/6884540591_vishalka-chavun-ptahi.jpg	413013145	in stock	Декор
1249 UAH	Дзвіночок Чавун Бик, 16*10*17см	Дзвіночок чавун бик, 16*10*17см	https://omplus.com.ua/ua/p2792713138-kolokolchik-chugun-byk.html	https://images.prom.ua/6884553536_dzvinochok-chavun-bik.jpg	921655266	in stock	Декор
289 UAH	Букет (5шт) Мімози H41см Жовтий	Букет (5шт) мімози H41см жовтий	https://omplus.com.ua/ua/p2870876004-buket-5sht-mimozy.html	https://images.prom.ua/7004393705_buket-5sht-mimozi.jpg	860377606	in stock	Декор
119 UAH	Букет (3шт) Фіолетового Бузку H33см	Букет (3шт) фіолетового бузку H33см	https://omplus.com.ua/ua/p2870877536-buket-3sht-fioletovoj.html	https://images.prom.ua/7004401083_buket-3sht-fioletovogo.jpg	2031914075	in stock	Декор
139 UAH	Мускарі Букет х10 Квіток Н33см Білий	Мускарі букет х10 квіток Н33см білий	https://omplus.com.ua/ua/p2870877786-muskari-buket-h10.html	https://images.prom.ua/7004411530_muskari-buket-h10.jpg	4260983392	in stock	Декор
139 UAH	Мускарі Букет х10 Квіток Н33см Жовтий	Мускарі букет х10 квіток Н33см жовтий	https://omplus.com.ua/ua/p2870878535-muskari-buket-h10.html	https://images.prom.ua/7004419770_muskari-buket-h10.jpg	292265189	in stock	Декор
139 UAH	Мускарі Букет х10 Квіток Н33см Блакитний	Мускарі букет х10 квіток Н33см блакитний	https://omplus.com.ua/ua/p2870878809-muskari-buket-h10.html	https://images.prom.ua/7004429209_muskari-buket-h10.jpg	3286758328	in stock	Декор
139 UAH	Мускарі Букет х10 Квіток Н33см Бузковий	Мускарі букет х10 квіток Н33см бузковий	https://omplus.com.ua/ua/p2870880071-muskari-buket-h10.html	https://images.prom.ua/7004436866_muskari-buket-h10.jpg	2055822819	in stock	Декор
159 UAH	Букет ( 6шт ) Соняшників 33 См	Букет ( 6шт ) соняшників 33 см	https://omplus.com.ua/ua/p2885482051-buket-6sht-podsolnechnikov.html	https://images.prom.ua/7021080556_buket--6sht.jpg	487358288	in stock	Декор
139 UAH	Букет( 7 Гілок ) Білих Квітів 30см	Букет( 7 гілок ) білих квітів 30см	https://omplus.com.ua/ua/p2886732336-buket-vetok-belyh.html	https://images.prom.ua/7022467512_buket-7-gilok.jpg	1928443093	in stock	Декор
99 UAH	Букет ( 6 Гілок) Білих Незабудок 27см	Букет ( 6 гілок) білих незабудок 27см	https://omplus.com.ua/ua/p2886749185-buket-vetok-belyh.html	https://images.prom.ua/7022480672_buket--6.jpg	1372366860	in stock	Декор
99 UAH	Гілка Жасмину 30см, Колір - Білий	Гілка жасмину 30см, колір - білий	https://omplus.com.ua/ua/p2886761816-vetv-zhasmina-30sm.html	https://images.prom.ua/7022493530_gilka-zhasminu-30sm.jpg	4081745583	in stock	Декор
109 UAH	Букет Ранункулюсів 30см, Колір - Білий	Букет ранункулюсів 30см, колір - білий	https://omplus.com.ua/ua/p2886778486-buket-ranunkulyusov-30sm.html	https://images.prom.ua/7022511598_buket-ranunkulyusiv-30sm.jpg	354723860	in stock	Декор
139 UAH	Букет ( 7 Гілок ) Жовтих Квітів 30см	Букет ( 7 гілок ) жовтих квітів 30см	https://omplus.com.ua/ua/p2886794088-buket-vetok-zheltyh.html	https://images.prom.ua/7022520881_buket--7.jpg	4127035585	in stock	Декор
99 UAH	Букет ( 6 Гілок Блакитних Незабудок 27см	Букет ( 6 гілок блакитних незабудок 27см	https://omplus.com.ua/ua/p2886803049-buket-vetok-golubyh.html	https://images.prom.ua/7022526080_buket--6.jpg	3999856286	in stock	Декор
139 UAH	Букет ( 7 Гілок ) Блакитних Квітів 30см	Букет ( 7 гілок ) блакитних квітів 30см	https://omplus.com.ua/ua/p2886810442-buket-vetok-golubyh.html	https://images.prom.ua/7022532478_buket--7.jpg	3665690465	in stock	Декор
109 UAH	Букет Ранункулюсів 30см, Колір - Рожевий	Букет ранункулюсів 30см, колір - рожевий	https://omplus.com.ua/ua/p2886821463-buket-ranunkulyusov-30sm.html	https://images.prom.ua/7022541574_buket-ranunkulyusiv-30sm.jpg	1198771889	in stock	Декор
139 UAH	Букет ( 7 Гілок ) Персикових Квітів 30см	Букет ( 7 гілок ) персикових квітів 30см	https://omplus.com.ua/ua/p2886832085-buket-vetok-persikovyh.html	https://images.prom.ua/7022550951_buket--7.jpg	2312904809	in stock	Декор
99 UAH	Гілка Жасмину 30см, Колір - Персик	Гілка жасмину 30см, колір - персик	https://omplus.com.ua/ua/p2886844687-vetka-zhasmina-30sm.html	https://images.prom.ua/7022560511_gilka-zhasminu-30sm.jpg	3181355826	in stock	Декор
99 UAH	Гілка Жасмину 30см, Колір - Кремовий	Гілка жасмину 30см, колір - кремовий	https://omplus.com.ua/ua/p2886854336-vetv-zhasmina-30sm.html	https://images.prom.ua/7022565956_gilka-zhasminu-30sm.jpg	3482559948	in stock	Декор
99 UAH	Гілка Жасмину 28см, Колір - світло-бузковий	Гілка жасмину 28см, колір - світло-бузковий	https://omplus.com.ua/ua/p2886863270-vetv-zhasmina-28sm.html	https://images.prom.ua/7022575073_gilka-zhasminu-28sm.jpg	922635175	in stock	Декор
239 UAH	Букет ( 7 Гілок ) Нарцисів 52см	Букет ( 7 гілок ) нарцисів 52см	https://omplus.com.ua/ua/p2886877904-buket7-vetok-nartsissov.html	https://images.prom.ua/7022585542_buket--7.jpg	3412921830	in stock	Декор
139 UAH	Декоративна Трава Осока H48см Зелена	Декоративна трава осока H48см зелена	https://omplus.com.ua/ua/p2886910032-dekorativnaya-trava-osokaya.html	https://images.prom.ua/7022607125_dekorativna-trava-osoka.jpg	1499299484	in stock	Декор
189 UAH	Гілка Папороті H67см Зелена	Гілка папороті H67см зелена	https://omplus.com.ua/ua/p2886930244-vetv-paporotnika-h67sm.html	https://images.prom.ua/7022617514_gilka-paporoti-h67sm.jpg	3665379154	in stock	Декор
109 UAH	Гілка Папороті H41см Зелена	Гілка папороті H41см зелена	https://omplus.com.ua/ua/p2886945614-vetv-paporotnika-h41sm.html	https://images.prom.ua/7022625034_gilka-paporoti-h41sm.jpg	474691616	in stock	Декор
149 UAH	Гілка Папороті H43см світло-зелена	Гілка папороті H43см світло-зелена	https://omplus.com.ua/ua/p2886960159-vetv-paporotnika-h43sm.html	https://images.prom.ua/7022631625_gilka-paporoti-h43sm.jpg	2531269699	in stock	Декор
69 UAH	Штучна Гілка Сосновий Квіт, Матеріал - Пластик, 49см	Штучна гілка сосновий квіт, матеріал - пластик, 49см	https://omplus.com.ua/ua/p2733747239-iskusstvennaya-vetv-sosnovyj.html	https://images.prom.ua/6806617435_shtuchna-gilka-sosnovij.jpg	521139015	in stock	Декор
149 UAH	Штучна Гілка Пшеничний Квіт Рожевий, Матеріал - Пластик, 37см	Штучна гілка пшеничний квіт рожевий, матеріал - пластик, 37см	https://omplus.com.ua/ua/p2733749022-iskusstvennaya-vetv-pshenichnyj.html	https://images.prom.ua/6806618382_shtuchna-gilka-pshenichnij.jpg	1484362908	in stock	Декор
79 UAH	Штучна Гілка Фруктовий Квіт, Матеріал - Пластик, 50см	Штучна гілка фруктовий квіт, матеріал - пластик, 50см	https://omplus.com.ua/ua/p2734487099-iskusstvennaya-vetv-fruktovyj.html	https://images.prom.ua/6807802589_shtuchna-gilka-fruktovij.jpg	1458355831	in stock	Декор
79 UAH	Штучна Гілка Фруктовий Квіт, Матеріал - Пластик, 28см	Штучна гілка фруктовий квіт, матеріал - пластик, 28см	https://omplus.com.ua/ua/p2734489875-iskusstvennaya-vetv-fruktovyj.html	https://images.prom.ua/6807804580_shtuchna-gilka-fruktovij.jpg	1429268746	in stock	Декор
99 UAH	Штучна Гілка Евкаліпта, Матеріал - Пластик, 61см	Штучна гілка евкаліпта, матеріал - пластик, 61см	https://omplus.com.ua/ua/p2734492561-iskusstvennaya-vetv-evkalipta.html	https://images.prom.ua/6807810173_shtuchna-gilka-evkalipta.jpg	1969826386	in stock	Декор
89 UAH	Штучна Гілка Цвітіння, Матеріал - Пластик, 30см	Штучна гілка цвітіння, матеріал - пластик, 30см	https://omplus.com.ua/ua/p2734495307-iskusstvennaya-vetv-tsveteniya.html	https://images.prom.ua/6807814354_shtuchna-gilka-tsvitinnya.jpg	3839501528	in stock	Декор
99 UAH	Штучна Гілка Фруктовий Квіт, Матеріал - Пластик, 66см	Штучна гілка фруктовий квіт, матеріал - пластик, 66см	https://omplus.com.ua/ua/p2734499324-iskusstvennaya-vetv-fruktovyj.html	https://images.prom.ua/6807815852_shtuchna-gilka-fruktovij.jpg	825902575	in stock	Декор
89 UAH	Декоративна Гілка Хризантеми, 52см	Декоративна гілка хризантеми, 52см	https://omplus.com.ua/ua/p2734502117-dekorativnaya-vetv-hrizantemy.html	https://images.prom.ua/6807820194_dekorativna-gilka-hrizantemi.jpg	3962069943	in stock	Декор
89 UAH	Декоративна Гілка Ромашек, 52см	Декоративна гілка ромашек, 52см	https://omplus.com.ua/ua/p2734506426-dekorativnaya-vetv-romashek.html	https://images.prom.ua/6807822979_dekorativna-gilka-romashek.jpg	2634831811	in stock	Декор
179 UAH	Декоративна Гілка Голубики, 36см	Декоративна гілка голубики, 36см	https://omplus.com.ua/ua/p2734508860-dekorativnaya-vetv-golubiki.html	https://images.prom.ua/6807825999_dekorativna-gilka-golubiki.jpg	395308381	in stock	Декор
149 UAH	Букетик Декоративної Зелені 44см, Колір - Соковитий Зелений	Букетик декоративної зелені 44см, колір - соковитий зелений	https://omplus.com.ua/ua/p2734510958-buketik-dekorativnoj-zeleni.html	https://images.prom.ua/6807833484_buketik-dekorativnoyi-zeleni.jpg	2560079572	in stock	Декор
129 UAH	Декоративна Квітка Гортензії, 57см, Колір - Рожевий	Декоративна квітка гортензії, 57см, колір - рожевий	https://omplus.com.ua/ua/p2734516043-dekorativnyj-tsvetok-gortenzii.html	https://images.prom.ua/6807840579_dekorativna-kvitka-gortenziyi.jpg	3725024364	in stock	Декор
169 UAH	Декоративна Квітка Гортензії, 57см, Колір - Білий	Декоративна квітка гортензії, 57см, колір - білий	https://omplus.com.ua/ua/p2734519072-dekorativnyj-tsvetok-gortenzii.html	https://images.prom.ua/6807843847_dekorativna-kvitka-gortenziyi.jpg	4275334981	in stock	Декор
189 UAH	Декоративна Гілка Георгінів 70см, Колір - світло-рожевий	Декоративна гілка георгінів 70см, колір - світло-рожевий	https://omplus.com.ua/ua/p2734521358-dekorativnaya-vetv-georginov.html	https://images.prom.ua/6807848104_dekorativna-gilka-georginiv.jpg	93678798	in stock	Декор
189 UAH	Декоративна Гілка Георгінів 70см, Колір - Білий	Декоративна гілка георгінів 70см, колір - білий	https://omplus.com.ua/ua/p2734522795-dekorativnaya-vetv-georginov.html	https://images.prom.ua/6807851772_dekorativna-gilka-georginiv.jpg	4267908237	in stock	Декор
199 UAH	Декоративна Гілка Рогоза 106см	Декоративна гілка рогоза 106см	https://omplus.com.ua/ua/p2735442700-dekorativnaya-vetv-rogoza.html	https://images.prom.ua/6808952251_dekorativna-gilka-rogoza.jpg	2256790051	in stock	Декор
199 UAH	Декоративна Гілка Рогоза 106см	Декоративна гілка рогоза 106см	https://omplus.com.ua/ua/p2735447337-dekorativnaya-vetv-rogoza.html	https://images.prom.ua/6808955439_dekorativna-gilka-rogoza.jpg	1708916158	in stock	Декор
199 UAH	Декоративна Гілка Рогоза 106см	Декоративна гілка рогоза 106см	https://omplus.com.ua/ua/p2735449640-dekorativnaya-vetv-rogoza.html	https://images.prom.ua/6808958105_dekorativna-gilka-rogoza.jpg	876189251	in stock	Декор
199 UAH	Декоративна Гілка Рогоза 106см	Декоративна гілка рогоза 106см	https://omplus.com.ua/ua/p2735452290-dekorativnaya-vetv-rogoza.html	https://images.prom.ua/6808960732_dekorativna-gilka-rogoza.jpg	3384942082	in stock	Декор
199 UAH	Декоративна Гілка Рогоза 110см	Декоративна гілка рогоза 110см	https://omplus.com.ua/ua/p2735453634-dekorativnaya-vetv-rogoza.html	https://images.prom.ua/6808963568_dekorativna-gilka-rogoza.jpg	2160023811	in stock	Декор
199 UAH	Декоративна Гілка Рогоза 110см	Декоративна гілка рогоза 110см	https://omplus.com.ua/ua/p2735455207-dekorativnaya-vetv-rogoza.html	https://images.prom.ua/6808965334_dekorativna-gilka-rogoza.jpg	4181796720	in stock	Декор
109 UAH	Букет (3шт) Амаранта H37см	Букет (3шт) амаранта H37см	https://omplus.com.ua/ua/p2870865860-buket-3sht-amaranta.html	https://images.prom.ua/7004334898_buket-3sht-amaranta.jpg	1153791547	in stock	Декор
279 UAH	Букет ( 5шт) Конвалії H37см Білий	Букет ( 5шт) конвалії H37см білий	https://omplus.com.ua/ua/p2870866666-buket-5sht-landyshi.html	https://images.prom.ua/7004338518_buket--5sht.jpg	1634938086	in stock	Декор
119 UAH	Букет (3шт) Білого Бузку H33см	Букет (3шт) білого бузку H33см	https://omplus.com.ua/ua/p2870871420-buket-3sht-beloj.html	https://images.prom.ua/7004379431_buket-3sht-bilogo.jpg	3260514360	in stock	Декор
89 UAH	Гілка Троянди ( 2 Квітки, 1 Бутон) 60см, Колір - Білий	Гілка троянди ( 2 квітки, 1 бутон) 60см, колір - білий	https://omplus.com.ua/ua/p2732009867-vetka-rozy-tsvetka.html	https://images.prom.ua/6803888274_gilka-troyandi-.jpg	1387611117	in stock	Декор
159 UAH	Декоративна Орхідея ( 12 Квіток) з Листям 58см, Колір - Білий	Декоративна орхідея ( 12 квіток) з листям 58см, колір - білий	https://omplus.com.ua/ua/p2732011314-dekorativnaya-orhideya-tsvetkov.html	https://images.prom.ua/6803889588_dekorativna-orhideya-.jpg	1365882814	in stock	Декор
149 UAH	Декоративна Гілка Гортензія 60см (Квітка D16см), Колір - Синій	Декоративна гілка гортензія 60см (квітка D16см), колір - синій	https://omplus.com.ua/ua/p2732015308-dekorativnaya-vetv-gortenziya.html	https://images.prom.ua/6803893036_dekorativna-gilka-gortenziya.jpg	200863008	in stock	Декор
169 UAH	Декоративна Гілка Оливи 90 См, Колір - Зелений	Декоративна гілка оливи 90 см, колір - зелений	https://omplus.com.ua/ua/p2732018778-dekorativnaya-vetv-olivki.html	https://images.prom.ua/6803896397_dekorativna-gilka-olivi.jpg	2732550468	in stock	Декор
149 UAH	Декоративна Гілка Гортензія 60см (Квітка D16см), Колір - світло-рожевий	Декоративна гілка гортензія 60см (квітка D16см), колір - світло-рожевий	https://omplus.com.ua/ua/p2732021889-dekorativnaya-vetv-gortenziya.html	https://images.prom.ua/6803897869_dekorativna-gilka-gortenziya.jpg	2308638230	in stock	Декор
189 UAH	Декоративна Гілка Сакури 101см, Колір - Білий	Декоративна гілка сакури 101см, колір - білий	https://omplus.com.ua/ua/p2732024998-dekorativnaya-vetv-sakury.html	https://images.prom.ua/6803899807_dekorativna-gilka-sakuri.jpg	2997193084	in stock	Декор
149 UAH	Декоративна Гілка Гортензія 60см (Квітка D16см), Колір - Білий	Декоративна гілка гортензія 60см (квітка D16см), колір - білий	https://omplus.com.ua/ua/p2732026883-dekorativnaya-vetv-gortenziya.html	https://images.prom.ua/6803900629_dekorativna-gilka-gortenziya.jpg	29552959	in stock	Декор
189 UAH	Декоративна Гілка Сакури 101см, Колір - Рожевий	Декоративна гілка сакури 101см, колір - рожевий	https://omplus.com.ua/ua/p2732028500-dekorativnaya-vetv-sakury.html	https://images.prom.ua/6803901842_dekorativna-gilka-sakuri.jpg	2785378304	in stock	Декор
99 UAH	Штучна Гілка Аспарагуса, Матеріал - Пластик, 82см, колір-зелений	Штучна гілка аспарагуса, матеріал - пластик, 82см, колір-зелений	https://omplus.com.ua/ua/p2732031979-iskusstvennaya-vetv-asparagusa.html	https://images.prom.ua/6803905846_shtuchna-gilka-asparagusa.jpg	1298579318	in stock	Декор
109 UAH	Штучна Гілка Даїса, Матеріал - Пластик, 50см, колір-рожевий Із Зеленим	Штучна гілка даїса, матеріал - пластик, 50см, колір-рожевий із зеленим	https://omplus.com.ua/ua/p2732034626-iskusstvennaya-vetv-daisa.html	https://images.prom.ua/6803907719_shtuchna-gilka-dayisa.jpg	2699100319	in stock	Декор
129 UAH	Штучна Гілка Критмума 7 Шт, Матеріал - Пластик, 31см, колір-білий Із Зеленим	Штучна гілка критмума 7 шт, матеріал - пластик, 31см, колір-білий із зеленим	https://omplus.com.ua/ua/p2732036234-iskusstvennaya-vetv-kritmuma.html	https://images.prom.ua/6803910466_shtuchna-gilka-kritmuma.jpg	2714206877	in stock	Декор
139 UAH	Штучна Гілка Кентрантуса з Білим Суцвіттям, Матеріал - Пластик, 60см, Колір Зелений	Штучна гілка кентрантуса з білим суцвіттям, матеріал - пластик, 60см, колір зелений	https://omplus.com.ua/ua/p2733728914-iskusstvennaya-vetv-kentrantusa.html	https://images.prom.ua/6806594867_shtuchna-gilka-kentrantusa.jpg	1443456365	in stock	Декор
99 UAH	Штучна Гілка Біфори 5 Шт, Матеріал - Пластик, 36см, Колір - Білий Із Зеленим	Штучна гілка біфори 5 шт, матеріал - пластик, 36см, колір - білий із зеленим	https://omplus.com.ua/ua/p2733730099-iskusstvennaya-vetv-bifory.html	https://images.prom.ua/6806596143_shtuchna-gilka-bifori.jpg	2735074302	in stock	Декор
