Page URL	Custom label
https://selectumllc.com/	MAIN_PAGE
https://selectumllc.com/b/test-equipment/air-quality-meters	PRODUCT_RUBRIC
https://selectumllc.com/b/test-equipment	PRODUCT_RUBRIC
https://selectumllc.com/b/test-equipment/gas-detectors-analyzers	PRODUCT_RUBRIC
https://selectumllc.com/b/networking-wiring/device-programmers	PRODUCT_RUBRIC
https://selectumllc.com/b/networking-wiring	PRODUCT_RUBRIC
https://selectumllc.com/b/networking-wiring/modems	PRODUCT_RUBRIC
https://selectumllc.com/b/networking-wiring/connector-adapters	PRODUCT_RUBRIC
https://selectumllc.com/b/networking-wiring/media-converters	PRODUCT_RUBRIC
https://selectumllc.com/b/test-equipment/power-supplies	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools/tool-storage	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools	PRODUCT_RUBRIC
https://selectumllc.com/b/lab-equipment-supplies/refractometers	PRODUCT_RUBRIC
https://selectumllc.com/b/lab-equipment-supplies	PRODUCT_RUBRIC
https://selectumllc.com/b/electronics/signature-pads	PRODUCT_RUBRIC
https://selectumllc.com/b/electronics	PRODUCT_RUBRIC
https://selectumllc.com/b/packaging-shipping/tape-guns	PRODUCT_RUBRIC
https://selectumllc.com/b/packaging-shipping	PRODUCT_RUBRIC
https://selectumllc.com/b/packaging-shipping/twist-tie-ribbons	PRODUCT_RUBRIC
https://selectumllc.com/b/packaging-shipping/twist-tie-machines	PRODUCT_RUBRIC
https://selectumllc.com/b/lab-equipment-supplies/tds-meters	PRODUCT_RUBRIC
https://selectumllc.com/b/lab-equipment-supplies/orp-meters	PRODUCT_RUBRIC
https://selectumllc.com/b/lab-equipment-supplies/ph-meters	PRODUCT_RUBRIC
https://selectumllc.com/b/lab-equipment-supplies/salinity-meters	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools/welding-tools	PRODUCT_RUBRIC
https://selectumllc.com/b/welding-supplies/fittings	PRODUCT_RUBRIC
https://selectumllc.com/b/welding-supplies	PRODUCT_RUBRIC
https://selectumllc.com/b/gas-manifold-systems/cryogenic-transfer-hoses	PRODUCT_RUBRIC
https://selectumllc.com/b/gas-manifold-systems	PRODUCT_RUBRIC
https://selectumllc.com/b/gas-manifold-systems/gasregulators	PRODUCT_RUBRIC
https://selectumllc.com/b/gas-manifold-systems/inflator	PRODUCT_RUBRIC
https://selectumllc.com/b/gas-manifold-systems/powersupplies	PRODUCT_RUBRIC
https://selectumllc.com/b/gas-manifold-systems/valves	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools/crimping-tools	PRODUCT_RUBRIC
https://selectumllc.com/b/med-equipment-supplies/flowmeters	PRODUCT_RUBRIC
https://selectumllc.com/b/med-equipment-supplies	PRODUCT_RUBRIC
https://selectumllc.com/b/med-equipment-supplies/med-gas-regulators	PRODUCT_RUBRIC
https://selectumllc.com/b/med-equipment-supplies/gases	PRODUCT_RUBRIC
https://selectumllc.com/b/welding-supplies/gauge	PRODUCT_RUBRIC
https://selectumllc.com/b/welding-supplies/welding-parts-accessories	PRODUCT_RUBRIC
https://selectumllc.com/b/welding-supplies/torches	PRODUCT_RUBRIC
https://selectumllc.com/b/packaging-shipping/tape-dispensers-applicators	PRODUCT_RUBRIC
https://selectumllc.com/b/packaging-shipping/wafer-seals	PRODUCT_RUBRIC
https://selectumllc.com/b/packaging-shipping/bag-sealing-tapes	PRODUCT_RUBRIC
https://selectumllc.com/b/packaging-shipping/tape-bag-sealers	PRODUCT_RUBRIC
https://selectumllc.com/b/packaging-shipping/tagging-tools	PRODUCT_RUBRIC
https://selectumllc.com/b/electronics/mobile-computers	PRODUCT_RUBRIC
https://selectumllc.com/b/electronics/handheld-terminals-and-scanners	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools/slitting-shears	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools/seam-locker	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools/nibbler	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools/power-fastener	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools/deburrers	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools/beveler	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools/panel-cutter	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools/slat-cleaner	PRODUCT_RUBRIC
https://selectumllc.com/b/security/alarm-systems-accessories	PRODUCT_RUBRIC
https://selectumllc.com/b/security	PRODUCT_RUBRIC
https://selectumllc.com/b/electronics/battery-chargers	PRODUCT_RUBRIC
https://selectumllc.com/b/machines-power-tools/air-guns-accessories	PRODUCT_RUBRIC
https://selectumllc.com/b/machines-power-tools	PRODUCT_RUBRIC
https://selectumllc.com/b/machines-power-tools/vortex-coolers	PRODUCT_RUBRIC
https://selectumllc.com/b/machines-power-tools/vacuum-conveyors	PRODUCT_RUBRIC
https://selectumllc.com/b/test-equipment/torque-testers	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools/torque	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools/s-torque	PRODUCT_RUBRIC
https://selectumllc.com/b/packaging-shipping/cutter	PRODUCT_RUBRIC
https://selectumllc.com/b/test-equipment/magnetometers	PRODUCT_RUBRIC
https://selectumllc.com/b/test-equipment/radiation-meters	PRODUCT_RUBRIC
https://selectumllc.com/b/machines-power-tools/blades-mpt	PRODUCT_RUBRIC
https://selectumllc.com/b/machines-power-tools/coring-bits	PRODUCT_RUBRIC
https://selectumllc.com/b/machines-power-tools/polishing-grinding-wheels	PRODUCT_RUBRIC
https://selectumllc.com/b/hand-tools/part-separators	PRODUCT_RUBRIC
https://selectumllc.com/b/machines-power-tools/cutting-wheels	PRODUCT_RUBRIC
https://selectumllc.com/b/process-control-automation/phase-converters	PRODUCT_RUBRIC
https://selectumllc.com/b/process-control-automation	PRODUCT_RUBRIC
https://selectumllc.com/b/process-control-automation/voltage-stabilizers	PRODUCT_RUBRIC
https://selectumllc.com/b/plumbing/plumbing-accessories	PRODUCT_RUBRIC
https://selectumllc.com/b/plumbing	PRODUCT_RUBRIC
https://selectumllc.com/b/plumbing/union-fittings	PRODUCT_RUBRIC
https://selectumllc.com/b/plumbing/ball-valves	PRODUCT_RUBRIC
https://selectumllc.com/b/plumbing/strainers	PRODUCT_RUBRIC
https://selectumllc.com/b/plumbing/check-valves	PRODUCT_RUBRIC
https://selectumllc.com/b/process-control-automation/actuators	PRODUCT_RUBRIC
https://selectumllc.com/b/plumbing/butterfly-valves	PRODUCT_RUBRIC
https://selectumllc.com/b/process-control-automation/emergency-shut-off-devices	PRODUCT_RUBRIC
https://selectumllc.com/b/process-control-automation/process-valves	PRODUCT_RUBRIC
https://selectumllc.com/b/process-control-automation/solenoid-valves	PRODUCT_RUBRIC
https://selectumllc.com/b/process-control-automation/regulators	PRODUCT_RUBRIC
https://selectumllc.com/b/process-control-automation/filters	PRODUCT_RUBRIC
https://selectumllc.com/b/process-control-automation/lubricators	PRODUCT_RUBRIC
https://selectumllc.com/b/plumbing/quick-connect-fittings	PRODUCT_RUBRIC
https://selectumllc.com/b/plumbing/stainless-steel-adapters	PRODUCT_RUBRIC
https://selectumllc.com/b/plumbing/brass-fittings	PRODUCT_RUBRIC
https://selectumllc.com/b/plumbing/pneumatics	PRODUCT_RUBRIC
https://selectumllc.com/b/coatings-and-paint-systems/air-caps	PRODUCT_RUBRIC
https://selectumllc.com/b/coatings-and-paint-systems	PRODUCT_RUBRIC
https://selectumllc.com/b/coatings-and-paint-systems/spray-guns-cleaning-kits	PRODUCT_RUBRIC
https://selectumllc.com/b/coatings-and-paint-systems/parts--accessories	PRODUCT_RUBRIC
https://selectumllc.com/b/coatings-and-paint-systems/spray-guns	PRODUCT_RUBRIC
https://selectumllc.com/b/coatings-and-paint-systems/cups-lids	PRODUCT_RUBRIC
https://selectumllc.com/b/coatings-and-paint-systems/needles-and-nozzles	PRODUCT_RUBRIC
